data,hora,umidade_%
01/01/2000,00:12:22,77.00
01/01/2000,00:12:23,77.00
01/01/2000,00:12:24,77.00
01/01/2000,00:12:25,77.00
01/01/2000,00:12:26,77.00
01/01/2000,00:12:27,77.00
01/01/2000,00:12:28,77.00
01/01/2000,00:12:29,77.00
01/01/2000,00:12:30,77.00
01/01/2000,00:12:31,77.00
01/01/2000,00:12:32,77.00
01/01/2000,00:12:34,77.00
01/01/2000,00:12:35,77.00
01/01/2000,00:12:36,77.00
01/01/2000,00:12:37,77.00
01/01/2000,00:12:38,77.00
01/01/2000,00:12:39,77.00
01/01/2000,00:12:40,77.00
01/01/2000,00:12:41,77.00
01/01/2000,00:12:42,77.00
01/01/2000,00:12:43,77.00
01/01/2000,00:12:44,77.00
01/01/2000,00:12:45,77.00
01/01/2000,00:12:46,77.00
01/01/2000,00:12:47,77.00
01/01/2000,00:12:48,77.00
01/01/2000,00:12:49,77.00
01/01/2000,00:12:50,77.00
01/01/2000,00:12:51,77.00
01/01/2000,00:12:52,77.00
01/01/2000,00:12:53,77.00
01/01/2000,00:12:54,77.00
01/01/2000,00:12:55,77.00
01/01/2000,00:12:56,77.00
01/01/2000,00:12:57,77.00
01/01/2000,00:12:58,77.00
01/01/2000,00:12:59,77.00
01/01/2000,00:13:00,77.00
01/01/2000,00:13:01,77.00
01/01/2000,00:13:02,77.00
01/01/2000,00:13:03,77.00
01/01/2000,00:13:04,77.00
01/01/2000,00:13:05,77.00
01/01/2000,00:13:06,77.00
01/01/2000,00:13:07,77.00
01/01/2000,00:13:08,77.00
01/01/2000,00:13:09,77.00
01/01/2000,00:13:10,77.00
01/01/2000,00:13:11,77.00
01/01/2000,00:13:12,77.00
01/01/2000,00:13:13,77.00
01/01/2000,00:13:14,77.00
01/01/2000,00:13:15,77.00
01/01/2000,00:13:16,77.00
01/01/2000,00:13:17,77.00
01/01/2000,00:13:18,77.00
01/01/2000,00:13:19,77.00
01/01/2000,00:13:20,77.00
01/01/2000,00:13:21,77.00
01/01/2000,00:13:22,77.00
01/01/2000,00:13:23,77.00
01/01/2000,00:13:24,77.00
01/01/2000,00:13:25,77.00
01/01/2000,00:13:26,77.00
01/01/2000,00:13:27,77.00
01/01/2000,00:13:28,77.00
01/01/2000,00:13:29,77.00
01/01/2000,00:13:30,77.00
01/01/2000,00:13:31,77.00
01/01/2000,00:13:32,77.00
01/01/2000,00:13:33,77.00
01/01/2000,00:13:34,77.00
01/01/2000,00:13:35,77.00
01/01/2000,00:13:36,77.00
01/01/2000,00:13:37,77.00
01/01/2000,00:13:38,77.00
01/01/2000,00:13:39,77.00
01/01/2000,00:13:40,77.00
01/01/2000,00:13:41,77.00
01/01/2000,00:13:42,77.00
01/01/2000,00:13:43,77.00
01/01/2000,00:13:44,77.00
01/01/2000,00:13:45,77.00
01/01/2000,00:13:46,77.00
01/01/2000,00:13:47,77.00
01/01/2000,00:13:48,77.00
01/01/2000,00:13:49,77.00
01/01/2000,00:13:50,77.00
01/01/2000,00:13:51,77.00
01/01/2000,00:13:52,77.00
01/01/2000,00:13:53,77.00
01/01/2000,00:13:54,77.00
01/01/2000,00:13:55,77.00
01/01/2000,00:13:56,77.00
01/01/2000,00:13:57,77.00
01/01/2000,00:13:58,77.00
01/01/2000,00:13:59,77.00
01/01/2000,00:14:00,77.00
01/01/2000,00:14:01,77.00
01/01/2000,00:14:02,77.00
01/01/2000,00:14:03,77.00
01/01/2000,00:14:04,77.00
01/01/2000,00:14:05,77.00
01/01/2000,00:14:06,77.00
01/01/2000,00:14:07,77.00
01/01/2000,00:14:08,77.00
01/01/2000,00:14:09,77.00
01/01/2000,00:14:10,77.00
01/01/2000,00:14:11,77.00
01/01/2000,00:14:12,77.00
01/01/2000,00:14:13,77.00
01/01/2000,00:14:14,77.00
01/01/2000,00:14:15,77.00
01/01/2000,00:14:16,77.00
01/01/2000,00:14:17,77.00
01/01/2000,00:14:18,77.00
01/01/2000,00:14:19,77.00
01/01/2000,00:14:20,77.00
01/01/2000,00:14:21,77.00
01/01/2000,00:14:22,77.00
01/01/2000,00:14:23,77.00
01/01/2000,00:14:24,77.00
01/01/2000,00:14:25,77.00
01/01/2000,00:14:26,77.00
01/01/2000,00:14:27,77.00
01/01/2000,00:14:28,77.00
01/01/2000,00:14:29,77.00
01/01/2000,00:14:30,77.00
01/01/2000,00:14:31,77.00
01/01/2000,00:14:32,77.00
01/01/2000,00:14:33,77.00
01/01/2000,00:14:34,77.00
01/01/2000,00:14:35,77.00
01/01/2000,00:14:36,77.00
01/01/2000,00:14:37,77.00
01/01/2000,00:14:38,77.00
01/01/2000,00:14:39,77.00
01/01/2000,00:14:40,77.00
01/01/2000,00:14:41,77.00
01/01/2000,00:14:42,77.00
01/01/2000,00:14:43,77.00
01/01/2000,00:14:44,77.00
01/01/2000,00:14:45,77.00
01/01/2000,00:14:46,77.00
01/01/2000,00:14:47,77.00
01/01/2000,00:14:48,77.00
01/01/2000,00:14:49,77.00
01/01/2000,00:14:50,77.00
01/01/2000,00:14:51,77.00
01/01/2000,00:14:52,77.00
01/01/2000,00:14:53,77.00
01/01/2000,00:14:54,77.00
01/01/2000,00:14:55,77.00
01/01/2000,00:14:56,77.00
01/01/2000,00:14:57,77.00
01/01/2000,00:14:58,77.00
01/01/2000,00:14:59,77.00
01/01/2000,00:15:00,77.00
01/01/2000,00:15:01,77.00
01/01/2000,00:15:02,77.00
01/01/2000,00:15:03,77.00
01/01/2000,00:15:04,77.00
01/01/2000,00:15:05,77.00
